,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Tissue,cell_type
1,prerank,RS,0.1901695648528774,0.9619777933113824,0.5673575129533679,1.0,0.659,80/294,27.22%,MYC;DKC1;ZBTB38;XRN1;GIGYF2;CCL2;ZMYND8;PPP4C;GTPBP4;TNKS2;PPP1CA;AKT1;RDX;FBH1;E2F3;RUVBL1;WAPL;NVL;POLR2E;SLFN11;RBBP8;PPP6C;ADAM17;ASCC1;SHLD2;CSNK2A1;CTNNB1;PRKDC;PSMD14;FHL1;NSMCE2;CCT3;PSMA6;C1QBP;MDM2;SMARCA5;APC;CRLF3;PDS5B;SMG1;UBE2A;SMC6;PBRM1;ATP2B4;PSMB5;UCHL3;UCHL5;CTDSP1;EIF4G1;CDK6;TERF2IP;ACVR1B;PLK3;DHX9;PSMB7;WDR33;NOP10;SFPQ;POLR2I;SMARCC2;RFC2;BTN2A2;APEX1;RAD21;CCT5;PSMA5;TP53BP1;JADE1;AMBRA1;KDM1A;ACTR2;MYB;CUL5;POLR2B;PSMB2;ECD;BOD1L1;CCND1;XRCC6;XRCC5,Skin,Mast cell
2,prerank,MS,-0.18451029450111917,-0.9598397072577871,0.5984732824427481,0.6097337006427915,0.8720812182741117,187/675,24.98%,FOS;CITED2;DUSP1;ABHD3;JUN;IRS2;ZFP36;PIK3CG;FMC1;PIK3R3;TOMM22;MAP3K5;LDLR;SAP30;HSPA1A;PLAUR;ADA;COX14;STARD7;DDIT3;GABARAPL1;PNRC1;SLC8A3;DCN;COA8;CHCHD10;NDUFB5;KLHL24;ATP5MC2;HYCC1;KLF10;UGP2;NDST2;KDM3A;PPP1R15A;SLC25A5;TNFAIP3;GBE1;SLC2A3;NDUFA2;HSPH1;MT-ND3;ATF3;SESN1;H2AZ1;ERO1A;HSPD1;HIGD2A;AGPAT4;BNIP3L;IFI16;KLF6;AKR1B1;LAMTOR2;SAMD8;BTG1;ZFP36L1;PLPP1;SLC25A33;MT-ND4L;ATP5ME;MT-ND4;LPIN2;STRADB;PYCARD;MT-ND2;EP300;PGP;ATP5PF;UQCRQ;ABHD5;OSBP;MT-CO2;CHCHD7;COX7C;ZC3H12A;MRPS21;ITPKB;NDUFAF3;UQCC2;DGKD;AUH;NDRG1;P4HA1;CHKA;MT-ND5;STX4;TIMM8B;STK11;TOMM5;ATP5IF1;VPS13A;LAMTOR4;TBXAS1;ATG3;MRPS16;NDUFA1;NDUFB11;TOMM7;FOXO1;COX17;AGTPBP1;UQCC5;PDHX;COX20;MT-CYB;HK1;FIS1;GSTP1;MTMR3;MT-ND1;ZNF292;SURF1;HK2;MRPL16;HSP90AA1;NDUFC2;MBOAT1;AURKA;HIP1R;COX7A1;POLR2F;ISCA1;NDUFB1;MAP1LC3B;ATP5MC1;YME1L1;NDUFA3;BAX;AURKAIP1;PET100;SPTSSA;ATP6V1G1;ATF4;COX6C;PPM1A;SOD2;GLRX;CYCS;OAT;MRPL52;BLOC1S1;EGR1;PLIN2;PCBD1;HSD17B11;UBQLN1;GPX1;FOXK2;ATP6V1D;NAGK;LAMTOR1;ATP6V0E1;PPARD;ATP5PO;MT-CO3;COX4I1;MMP2;NDUFS5;LTC4S;PLD1;MIF;UQCRB;MBOAT7;COX6B1;TNFSF10;TOMM20;MT-ND6;COX16;NDUFB3;MT-CO1;MAPK8;SDHA;FOXO3;ALDH1A1;TIPARP;ADIPOR2;SQSTM1;GABARAP;OSBPL8;PLAAT3;GRPEL1;TOMM6;LARP1;APPL2;PRKAG2;HSPA8,Skin,Mast cell
3,prerank,Common,0.1619647509285196,0.9244965652048188,0.922509225092251,1.0,0.743,327/1525,21.25%,IL5;TRAF1;MYC;FKBP8;DKC1;GNA12;ZBTB38;HYOU1;GIGYF2;MAPKAP1;NFX1;NTRK1;ARHGAP35;EDEM2;TNFRSF4;AKIRIN1;HSPA4;IL13;UCP2;PFKP;TRAPPC4;ST3GAL3;CCL2;ATG7;SUPT20H;ZMYND8;ANXA4;ANAPC5;SERPINB9;CD151;CCNT2;SEL1L;PPP4C;PDCD1LG2;EIF2S1;SETX;GORASP2;CFLAR;DNAJC10;API5;GTPBP4;CLIP1;TNFRSF9;PIK3R1;FURIN;IL2RG;MARK4;CAMKK2;ANXA2;KIF2A;VPS51;NOLC1;PPP1CA;NCOA6;AKT1;ANXA7;TNFRSF18;MASTL;PSMC1;RNF4;FES;NUP188;DDB2;SNX4;SLC4A2;DR1;PAM;BMPR2;EIF3A;NSD2;GPSM3;DICER1;TMEM120A;ANKLE2;PIM1;ANO6;RNF10;LMAN1;ATP2A3;SNW1;FBH1;DCBLD2;NR1H2;FAIM;PSMC4;PRNP;VMP1;RRAGA;CCNT1;E2F3;RUVBL1;CLEC16A;NCK1;ITGAV;TRAF3IP3;CYBA;SUPT3H;CYB5B;UBC;BSG;TNIP1;RAD23A;SGMS2;CRADD;METRNL;MANF;NPLOC4;MTSS1;ANGPTL4;TNFRSF12A;ATP5F1A;TNFAIP8;VPS41;ITPR2;UBA1;ERN1;DDAH2;ILRUN;PSMD1;NINJ1;MAP1LC3A;TAPBP;BNIP2;SLFN11;MPP1;BAG6;RNF216;RASGRP4;LIMD1;IL7R;SLC12A6;SEC13;SLAMF1;PSMC3;PSMD4;IER3;TMX1;ARHGDIA;CDC27;SPIRE1;PSMC5;ATF2;RBBP8;RBBP4;IL4R;COL18A1;PPP1R14B;MTREX;TP53INP1;IL1RL1;TDG;WARS1;PPP6C;CD82;RIPK1;ADAM17;UBA5;UBR4;RHOG;IRAK3;UBA6;CYLD;FBXW11;HM13;DNAJC2;USP14;SNAP23;ASCC1;EGLN1;PIKFYVE;CTSG;CD109;OPTN;TMBIM1;SF3B3;SHLD2;CSNK2A1;ABI2;CTNNB1;PSMC6;RREB1;PPP4R3A;PIM3;ARF4;PRKDC;OPA1;RBM47;PSMD14;AP1G1;UBXN1;NSMCE2;GOLPH3;NUP98;BCL2L1;LYST;KRT1;RAB5A;PTRH2;VKORC1;NOP53;PLAA;ARHGEF2;PSMA6;TBC1D25;AGO4;DNAJC7;HAX1;ERP44;NUDC;C1QBP;ITCH;DDX1;UFD1;DNAJB12;ROCK1;PSMD8;LAT;SELENOS;DDIT4;TIMM23;HIF1A;MDM2;ERMP1;XIAP;SMARCA5;APC;PRDX1;ZNRF1;PDS5B;SMG1;HLA-A;VDAC1;MARCHF7;MALT1;PSMD2;UFC1;TMEM117;PTPN11;SPN;SHPRH;UBE2A;SMC6;PBRM1;ATP2B4;PARP4;TLN1;CD274;DYNLT1;PSMB5;TNFRSF21;RASAL2;RHOA;PRKCI;UCHL3;EXOC4;TNIK;RAB37;MGAT5;RFTN1;CREB3L2;TRIM13;CANX;HLA-E;RAB8A;OS9;CD84;NUB1;MBD4;NT5C2;DERL2;P4HB;ATXN3;ADAR;PHF1;DMD;CLASP1;AKIRIN2;MYDGF;EIF4G1;PPTC7;VEZF1;VPS13C;RNASET2;SLC6A6;PTK2;PPP2R5A;PHF20;ODC1;CALR;STOML2;IFNAR2;UBE2W;SERINC5;CDK6;PPP1CC;CBX5;GALNT1;TERF2IP;CCN3;FYN;ST3GAL2;ACVR1B;PLK3;DHX9;PSMB7;BCL2L11;WDR33;BFAR;AHR;MAP3K8;CHORDC1;MAP4K4;DLC1;VSIR;SFPQ;NPEPPS;SPART;NFATC1;UBAC2;UFM1;TUBB;POLR2I;SMARCC2;DYNC1LI2;YBX1;HSPA5;REL,Skin,Mast cell
4,prerank,OIS,0.16338577758581657,0.8656938903125405,0.9543010752688172,0.9526832083092902,0.804,77/485,15.07%,TRAF1;MYC;GNA12;MAPKAP1;FADS2;NTRK1;DUSP4;HSPA4;IL13;IKZF1;PDCD1LG2;ELOVL6;TBCK;ZNF675;DNMBP;USO1;IL2RG;CAMKK2;PPP1CA;AKT1;ATP6AP2;PIM1;DCBLD2;AP2M1;GLIPR2;PSMC4;RRAGA;E2F3;CLEC16A;NCK1;ITGAV;CYB5B;UBC;TNIP1;G0S2;NMT1;SLA;CCSER2;ANGPTL4;ITPR2;ERN1;PABPN1;OTUD7B;SORD;IL7R;SEC13;MAP4K5;SLAMF1;ARHGDIA;RNF13;AVL9;GRAP2;WARS1;RIPK1;ADAM17;IRAK3;CYLD;ADCYAP1;PIKFYVE;EBP;PSMC6;LAT2;PSMD14;GOLPH3;PDAP1;TNFAIP8L1;TIAM1;CLTC;ACTR3;AGO4;ITCH;ROCK1;LAT;DDIT4;MDM2;XIAP;PRDX1,Skin,Mast cell
0,prerank,RS,-0.23957579601231702,-1.226802200737072,0.018796992481203006,0.013605442176870748,0.01054481546572935,130/447,24.30%,H2BC5;HELQ;H2BC11;ZNF655;TYMS;H1-2;RUVBL1;SHLD1;H2AC6;MRNIP;MAP3K11;H4C3;CCNG1;RBL2;H2AX;GAR1;MCM5;DOT1L;ID2;ING3;MCM7;MDM2;CARM1;CINP;RPS6KB1;REV1;MGME1;FAN1;CCND3;RAD21;RAD51C;MAD2L2;ECD;KAT5;POLR2A;KANK2;MLF1;FBXW7;ASCC2;CTDSP1;TFPT;EZH2;XRCC1;TP53BP1;TOP1MT;PPP1R10;LATS1;ORC3;SMG6;MRE11;SMARCE1;PPP6C;PAGR1;APPL1;DDRGK1;CCT7;POT1;JADE2;SLF2;RAD51B;NAF1;RPTOR;DDX3X;NABP1;FEN1;PIAS1;DKC1;DCLRE1C;RNASEH1;ARID2;CDKN2D;PHF10;PPP2CA;CPSF3;RBBP8;HDGFL2;NUCKS1;POLR2G;POLR2K;MCM9;PTGES3;RECQL;POLR2F;YY1;DHX9;ZNF827;PSMB4;TRIAP1;KMT2E;FAAP20;JADE1;UCHL3;CCT5;TSPYL2;ID4;PPP1CA;RCHY1;PCNA;XRCC6;ACVR1;PELI1;SMC3;MAPK3;APPL2;KLF11;CCT2;SMC5;ZBTB1;ATR;KLF4;GEN1;CDK2AP1;FBXO7;PSME3;H2BC21;EHMT2;SET;H3-3B;TNKS;PBRM1;EPC2;CUL3;GNL3L;GRWD1;PRMT1;RNF169;CREBBP;POLE3;HSP90AB1;HNRNPA2B1,Skin,Melanocyte
1,prerank,TIS,-0.20059870314329914,-1.0719244761877007,0.15300546448087432,0.16666666666666666,0.22495606326889278,199/805,21.24%,H2BC5;IKBIP;HELQ;H2BC11;VRK1;CSRNP2;TYMS;ABRAXAS1;BCL2A1;H1-2;ING2;RUVBL1;SHLD1;NQO1;H2AC6;MRNIP;HMCES;ABCC2;H4C3;CCNG1;H2AX;MCM5;DOT1L;NOL8;FANCC;MLH1;SLC3A2;PCBP4;CDC5L;RNMT;ING3;MCM7;UIMC1;MDM2;SERTAD3;IER5;PPM1D;PNP;CANT1;SUPT7L;REV1;MGME1;FAN1;NDRG1;CCND3;BBC3;KPNA2;RAD21;RAD51C;MAD2L2;PMS1;KAT5;TDP2;POLR2A;CDC14B;CRY1;FBXW7;ASCC2;TFPT;XRCC1;TP53BP1;SMYD2;OTUD4;PPP1R10;STK11;ZNF830;COQ8A;RAD1;COPS4;MRE11;TAF6;SMARCE1;MICA;NT5C3A;DCXR;SNAI2;NET1;DNTTIP2;TXNIP;FOS;AGO4;TRAF4;SIRT7;SMAD5;ADRM1;MLH3;SURF1;SEC61A1;MAPKAPK2;RHBDD1;PTPN14;SLC30A9;KMT5B;TFRC;POT1;NUDT21;ALKBH5;BTG1;SMPD1;PAXX;SLF2;RAD51B;STX3;BAG6;HPRT1;DDIT4;AHR;RPTOR;GADD45A;JUN;NABP1;FMR1;FEN1;XAB2;NRDE2;PIAS1;SLC35D1;DCLRE1C;XRRA1;NME4;ARID2;CDKN2D;GSTM3;PHF10;TAF9;NINJ1;TAF7;VCPIP1;KAT2B;ARL6IP1;PARP2;BABAM1;TMED2;MXD4;PWWP3A;RBBP8;HDGFL2;NUCKS1;FBXO6;POLR2G;GPS1;POLR2K;MCM9;BCL3;AK3;RECQL;DDIT3;CGRRF1;PPP4R3B;UFL1;POLR2F;YY1;CDK5RAP3;DHX9;DDX1;BAX;PSMB4;ABCC5;BPHL;TSC22D1;TRIAP1;CDKN2AIP;EIF1B;ZFP36L1;MXD1;ZDHHC20;AK1;FAAP20;UCHL3;PPP1R15A;GPX4;TSPYL2;LMNA;MPG;PPP1CA;EEF1E1;EIF2AK4;RCHY1;HEXIM1;PCNA;SPIRE1;XRCC6;GTF2B;SF3A3;PELI1;MAPK3;PSEN1;SMC1A;TIPRL;FPGS;UBXN1;SMC5;ZBTB1;ATR;KLF4;DYRK1A;COPS8;ATF3;GEN1,Skin,Melanocyte
2,prerank,Common,0.18674019751072285,0.9572088854197348,0.7020364415862809,1.0,0.946,405/2295,18.38%,KRT16;IGFBP3;CLDN1;CD74;ETS2;PIM1;AQP3;TAF5L;LYPD3;DCN;ZC3H12A;ESR1;ADM;KRT1;FGFBP1;HBEGF;SERPINB2;PDLIM1;NUP62;WDR48;DSG1;HLA-DRB1;ADRB2;SDC4;UNG;MSRB1;RNF144B;SFN;PARP6;PLEKHM2;S100A14;IRF6;PARP4;TMSB4X;ZPR1;LRP1;MTA1;CXCL14;USP40;ADGRE5;RNF4;CD68;PMAIP1;PRKG1;WDR41;MBTD1;SLC25A27;ISG15;MSH3;MYO16;ZNFX1;EGFR;MTR;CCL27;DHFR;FBXO3;ID1;DPF2;RRM1;NPAS2;CASP8AP2;CARD8;EIF4G1;PRKCI;NCOA7;MYOF;USP38;FOSL1;ATG14;CLN3;SIAH2;SKA2;BMP7;NIBAN1;BCL2L1;VPS26B;PDZD8;TYRO3;PRKDC;UTP20;WRNIP1;SEC16A;PDE4B;NFATC3;RAD9A;WARS1;APBB1;ITGB4;ARHGAP26;RNF139;DIS3L2;TNPO2;GRK2;THAP12;STAT2;CAAP1;CDKN1A;KCNMA1;WEE1;ALKBH2;SMUG1;RNASET2;COP1;PIP4K2C;BARD1;NOTCH1;SLC39A8;PTPN11;DCUN1D5;UBR4;TP53;PACS2;ING1;FOXP1;IL17RA;EGR3;TRIM69;MARCHF2;EIF3B;LPCAT3;OPN3;ANKRD17;FBXL2;BRD7;STAT6;SHISA5;CD55;NUB1;PPL;OXSR1;PRKCZ;ATG7;NSMCE4A;DEFB1;MGST2;TP53I11;STK24;NBN;SEMA5A;HIPK1;DGKD;PXN;VPS36;CD58;YPEL3;ATAD3A;BABAM2;ZBTB38;MYO6;LGALS8;BAG5;UBE4A;CFD;SERP2;OARD1;RNF213;RRAGC;HSPA1B;XPA;SHPRH;MAP2K7;P2RX4;LDLR;VPS26A;UBE2Z;TRRAP;SUPT5H;SOCS3;HDAC5;PAQR3;ERLIN1;PTRH2;MAP2K3;ULK2;KRT15;HSPH1;SYNCRIP;KPNA6;CSNK2A1;PPP3CA;TAB2;KARS1;ZNRF1;CHUK;NUP88;EIF3A;DSP;PTBP1;STK38;CDIP1;RGCC;MACROD1;ATG4C;LGR4;IFNAR2;ITGA6;KPNA4;TFDP1;E2F3;NUP98;IL16;PHF23;ADARB1;ARNT;SHMT2;KLHDC10;RNF170;EXOC4;MAGI2;CDH13;DAB2IP;FAIM;RBCK1;AGO3;MAP3K20;NFX1;KCMF1;DDAH2;LRRC8A;PSMD3;SLC4A2;EPM2A;PSME2;SMARCA4;ATG5;WWP1;SNX4;SAV1;CTNNBIP1;MGAT5;CELF1;ARFGEF1;METRNL;MT1A;EIF2B3;MON1B;SLC25A23;DUOX1;RIMOC1;TRAF3IP2;ITPR3;GNL1;OGT;PSMD1;TRIM44;BAG4;IFT20;TNIP2;DNAJB1;MAN2A1;PXK;FAM120A;GORASP2;SF3B3;FOXK1;PNKP;BAG1;VCL;ATG12;SLC20A2;CKS2;ADAM9;TRIM26;GRK5;MFHAS1;PAFAH1B2;VPS51;FLNA;PLSCR1;MLYCD;PNPT1;UBE4B;SCAF4;MAN1A2;RHBDF2;TRIP12;TMEM120A;HSPA1A;IFNGR1;CHMP4B;SETX;CEP63;TMX1;TDG;LYPLAL1;SAR1B;LY6E;TRIM8;CRY2;TRIM63;BRAF;SHLD2;ERCC6L2;MMP14;MTREX;EIF2B1;NDUFAF4;NFKBIZ;PLAT;DDB2;RAD23B;TRIM27;CENPP;BICD1;CASP3;ARNT2;VPS4A;FAM111A;USP3;CDK6;NOTCH2;MVB12A;INIP;GGT7;PPP1R14B;PPP2R5C;IFI27;HDAC4;EI24;DLG5;POM121C;TOR1A;TNFRSF1A;PSMC2;SNX14;BTRC;PPP1R15B;RANGAP1;CCL2;DCAF11;ABL1;WDFY3;DENR;CCND1;FKTN;UBA1;STAT5B;ROCK1;JMY;ERCC3;MAP3K13;ATXN3;CDC16;BRD8;BMPR2;CLEC16A;SPARC;MDFIC;DNAJA4;ADAM15;S100A11;PIK3R4;NPEPPS;SMAD4;VGLL4;PIP4P1;MACF1;RRP8;SOCS6;MINK1;TXNRD1;UBA6;SOD2;ST6GALNAC3;SCOC;PTK2;MTSS1;GRN;RAB24;CALR;RBM14;CORO1B;ZNF580;MT1G;MAPK14;EXOC1;STUB1;VRK2;CKAP5;RRAGB;LRBA;PTMS;ADCY9;GPR137;SNAP23;TINF2;ZDHHC4;SCAP;GTF2H1;HRAS;PSPC1;IFT88;PLEC;CTCF;FER;FTO;RBBP5;VPS25;MAP4K4;FZD3;PPARA;AIMP1;CHMP2B;PHIP;EP400,Skin,Melanocyte
3,prerank,OIS,0.1831787104291091,0.8880328751298666,0.8655569782330346,1.0,0.994,142/635,23.31%,IGFBP3;CD74;ETS2;PIM1;ZC3H12A;HBEGF;SLCO3A1;ADRB2;UNG;SFN;SKAP2;EGFR;DHFR;LAMTOR3;ID1;NIBAN1;THEM4;WARS1;JUP;MTHFD2L;USP32;GRK2;CCN1;STAT2;CDKN1A;NOTCH1;DHCR24;PTPN11;ABCF2;UCHL5;TP53;PRKCZ;LTA4H;SDCCAG8;TIAM1;RRAGC;MKNK1;MAP2K7;LDLR;PAQR3;MAP2K3;TAB2;KARS1;STK38;TFDP1;E2F3;UBR1;SHMT2;KLHDC10;PRELID3B;DAB2IP;AGO3;MAP3K20;EPM2A;BCAR3;OGT;SSR1;EVI5;GAREM1;PPA1;GLA;ADAM9;MFHAS1;USP4;DNMBP;ADD3;EPB41L3;CNKSR3;SAR1B;BRAF;PCSK1N;PLAT;PPP1CB;MAP4K3;OTUD5;SORD;CDK6;NOTCH2;MTURN;CACYBP;TNFRSF1A;PSMC2;FKTN;ROCK1;MAP3K13;ATXN3;DUSP1;CLEC16A;MDFIC;SMAD4;PIP4P1;MINK1;TXNRD1;CALR;MAPK14;STUB1;VRK2;RRAGB;GPR137;SLC2A3;GTF2H1;HRAS;TOMM40;MAP4K4;UBR2;STK25;CYLD;PSMD10;BTBD3;EIF4E;ATP6V1E1;NRAS;TBK1;PNO1;GSTP1;WDR33;SCD;MAPK10;MAP2K4;SBNO1;AKT1;DLG1;ADIPOR2;AVL9;PITPNB;SEMA4C;MEF2C;MAPKAP1;SESN1;EIF2AK2;IDH1;LAMTOR1;P2RX7;UBE2W;RRP9;AKT1S1;ATM;ARPC5L;USP7;ULK4;ITPR2;PSMA3,Skin,Melanocyte
4,prerank,MS,0.17525862109752763,0.8813099180783647,0.9390386869871044,0.9084507042253521,0.994,166/1142,16.65%,PTGDS;IGFBP3;CD74;PIM1;AQP3;DCN;ZC3H12A;ADM;ABHD16A;ITPKC;SDC4;EFR3B;SFN;STARD10;AGPAT4;PKP1;CD68;PMAIP1;MSMO1;FASN;EGFR;SYNJ1;RXRA;NNT;LAMTOR3;DTNA;EIF4G1;NEDD4L;PHKG2;DLD;ATG14;CLN3;SIAH2;BMP7;BCL2L1;THEM4;MRPL39;OSBPL5;PHYH;CYRIB;EFR3A;CCN1;PCYT1A;TPD52;STAT2;CDKN1A;KCNMA1;PGP;HSD17B4;COP1;PIP4K2C;TSFM;NOTCH1;DHCR24;SLC25A51;UBR4;OSBPL10;TP53;KLF7;GALK1;SCO2;GCDH;LPCAT3;ATG7;RPIA;CDS2;MTLN;STK24;TMEM45A;NBN;DGKD;ATAD3A;POR;IVD;MRPS6;ECHDC1;PGD;CCNG2;RRAGC;ALDH3A2;DAP3;LDLR;AGTPBP1;UROS;VAC14;ERLIN1;ULK2;HSPH1;PHKB;RGCC;SELENOI;TMEM242;PTS;MRRF;TIMM10B;ARNT;SHMT2;MTRES1;PRELID3B;LYRM7;ABHD5;MRPL36;NUBPL;EPM2A;ATG5;TIMM50;FIG4;ALAS1;OGT;SERINC2;ACSL1;PLD1;EXT1;HK1;MRPS34;RETSAT;MRPL10;GLUD1;FOXK1;ALAD;TIMM17A;ATG12;PAFAH1B2;COX11;PLSCR1;APOOL;FDX1;DPM2;MLYCD;PNPT1;TRABD;COA5;GNPAT;HSPA1A;CBR1;SAR1B;GPAT4;TRIM63;NDUFAF4;ARNT2;REEP6;PIGG;CS;HDAC4;PITPNC1;MFN1;NDUFAF6;BLOC1S2;HACD2;MRPS28;JMY;IDH2;ATXN3;DUSP1;AASDH;BMPR2;CLEC16A;PCCA;PIK3R4;NPEPPS;TIMM10;SMAD4;PIP4P1;RRP8;AGL;PRKAB2,Skin,Melanocyte
0,prerank,RS,0.35087194679247125,1.5523856566851315,0.001,0.001,0.001,105/441,19.31%,PCLAF;H1-5;TYMS;RRM2;DPF3;HELLS;H2AC14;DTL;CHEK1;UBE2E2;E2F3;CCNJL;PKD2;DUT;ATAD5;H4C3;RFC2;CDKN2A;ORC5;HINFP;SPDYA;UCHL3;MCM3;MYC;PCNA;USP1;TMEM14B;LIG1;POLA1;H1-2;CDC7;MAPKAPK5;MCM7;CDK6;MAP2K7;H1-4;RCC1;MGME1;MBTD1;POLR2H;PARN;USP10;NSMCE1;ACVR1;H2AC20;DAXX;POLH;BCL2;GINS4;ASCC1;EP400;FBXO31;SMC3;RBMS1;TOPBP1;SLF2;PIM2;RNF8;PINX1;HDAC8;PSMB5;DOT1L;HMBOX1;PSMB1;CCT8;GIGYF2;LATS1;ACTL6A;NHP2;H1-3;MSH2;MAD2L2;TP53BP1;RIF1;TP53;WRNIP1;MCM9;POLK;ITGB1;CDK10;RAD50;SMARCD2;GNL3;ZRANB3;PTEN;PSMA6;MCM6;NABP1;SHLD2;RBBP8;KMT5A;PARP1;MAP3K11;ESCO1;ADAM17;ACTR8;PELI1;SLFN11;GSPT1;NUCKS1;PSME3;SMC6;CUL3;CABIN1;SMARCB1,Skin,NK
1,prerank,TIS,0.2655030658732033,1.2140870941965625,0.0368763557483731,0.04477124183006536,0.118,153/742,18.76%,PCLAF;BRIP1;TYMS;RRM2;DPF3;HELLS;SOX4;CLSPN;H2AC14;DTL;TOP2A;CHEK1;UBE2E2;UMPS;CENPF;DUT;PDE4B;H4C3;POLR3C;DDB2;RRAD;RFC2;CDKN2A;INTS7;FANCI;HINFP;SPDYA;UCHL3;MCM3;PRKCD;GFI1;MYC;PCNA;USP1;CD44;RHBDD1;KDM4A;ABAT;GCNA;LIG1;CRIP1;POLA1;LMNA;H1-2;EIF2S1;CDC7;RXRA;COPS7B;AHR;MCM7;NSD2;PTPRM;PPID;MGME1;MBTD1;POLR2H;USP10;TAF4;NSMCE1;COMMD1;METTL14;H2AC20;VRK1;POLH;PVT1;BCL2;GINS4;FEM1B;ASCC1;EP400;FBXO31;HPRT1;BCL2A1;TOPBP1;SMC1A;SLF2;APTX;CBX5;CSTF3;IMPDH2;RNF8;EI24;SLC35D1;PSMB5;DOT1L;TRAF5;PSMB1;GSTO1;NINJ1;PAK1;ACTL6A;USP47;TAF12;MSH2;SOCS1;IRAG2;MAD2L2;COPS8;TP53BP1;RHBDF2;RIF1;GSTP1;UBE2V2;TP53;SSRP1;SMAD5;WRNIP1;MCM9;CBX1;POLK;DCUN1D5;COPS2;BAG6;UVRAG;XPC;RAD50;MKNK2;SMARCD2;POLR1C;TAF2;FAS;ZRANB3;FOXO3;PSMA6;MCM6;NABP1;SHLD2;BCL2L1;RBBP8;LDHB;KMT5A;DEK;NQO1;PARP1;MASTL;SF3A3;ADAM17;RNASEH2C;FAM162A;TEX264;ACTR8;PELI1;SLFN11;RALGDS;AQR;BLCAP;NUCKS1;RALA;UPF3B;ALYREF;ANP32A;NPLOC4;SMC6,Skin,NK
2,prerank,OIS,-0.1865783220523367,-0.9642161738180566,0.6578947368421053,1.0,0.7035928143712575,138/616,20.57%,TNF;CCL3;ERF;PRR5;FGL2;GLA;GRAP2;PDGFD;GADD45B;THBS1;ZFP36L1;ZFP36;TNFRSF14;RIPK2;ADRB2;FCRL3;CYP51A1;LAT;PRDM1;HMGCS1;NFIL3;ERP29;FNIP2;PER1;PYCARD;PTPN6;F2R;SLC2A1;SESN2;SDCBP;CCL5;SLA;RGS2;CD37;INSIG1;PRKCB;RPTOR;DUSP6;SIRT1;MAPK9;CYB5B;SH2D3C;CTSC;CDKN2C;SPARCL1;HSPE1;M6PR;TGFBR3;RAP2A;PGM1;RDH11;PTGER4;ATM;AKT2;ATP6AP1;ERN1;ITGB2;PDK1;UBC;LCK;PTPRC;TFRC;LBH;ZDHHC17;MAPK6;PTPN7;DSTYK;AMMECR1;CACYBP;DUSP1;BPGM;NOTCH1;ATP6V0C;PRKD2;CCDC88C;PPP1R15A;AXIN1;CIB1;BTG2;IDI1;SPAG9;RNF167;TNIK;FASLG;MTOR;JUN;DUSP5;CSF2;HSPA9;BMAL1;RAPGEF2;GCLC;TRIM5;MAP4K5;TNFRSF1A;UBB;IKBKB;DHCR7;LAMTOR4;GGA2;NHERF1;VRK2;LAMTOR1;MAP3K13;STK38;ZNF277;CDADC1;CDKN1B;MAT2A;NR2C2;EVI5;STK4;LTA4H;GBP1;RPS6KA5;TFDP2;IL2RG;ATP6V0D1;ABCB1;TMEM127;GTF2H1;PSMB8;ATP6AP2;STRN;SP1;MAP3K8;ARPC5L;MAPK1;ADAM8;LYN;SLC2A3;LAX1;PTPN22;ATP6V1D;SPRED2;XIAP;SLC1A4;LAPTM5,Skin,NK
